id,answers,correct_answer,question,edition,json
267,"[""Catwoman"",""Wonder Woman"",""Supergirl"",""Captain Marvel""]",0,William Shakespeare's wife shares her name with an actress who portrayed what superhero?,Global,"{""id"":""267"",""question"":""William Shakespeare's wife shares her name with an actress who portrayed what superhero?"",""correct_answer"":0,""answers"":[""Catwoman"",""Wonder Woman"",""Supergirl"",""Captain Marvel""],""edition"":""Global""}"
268,"[""Basketball"",""Volleyball"",""Ice Hockey"",""Boxing""]",1,"Sepak takraw is most similar to what other sport, except that players can't use their hands?",Global,"{""id"":""268"",""question"":""Sepak takraw is most similar to what other sport, except that players can't use their hands?"",""correct_answer"":1,""answers"":[""Basketball"",""Volleyball"",""Ice Hockey"",""Boxing""],""edition"":""Global""}"
269,"[""Dogs Playing Poker"",""Socrates Dying"",""A Naval Battle"",""Apples and Pears""]",0,What does the 1903 painting dquotesA Friend in Needdquotes depict?,Global,"{""id"":""269"",""question"":""What does the 1903 painting dquotesA Friend in Needdquotes depict?"",""correct_answer"":0,""answers"":[""Dogs Playing Poker"",""Socrates Dying"",""A Naval Battle"",""Apples and Pears""],""edition"":""Global""}"
270,"[""Lashe"",""Hough"",""Rinde"",""Sewl""]",1,Which of these words refers to the hollow behind your knee?,Global,"{""id"":""270"",""question"":""Which of these words refers to the hollow behind your knee?"",""correct_answer"":1,""answers"":[""Lashe"",""Hough"",""Rinde"",""Sewl""],""edition"":""Global""}"
271,"[""Differential systems link"",""Digital subscriber line"",""Dual synching loop"",""Direct serialization limit""]",1,"Relating to internet connections, what does DSL stand for?",Global,"{""id"":""271"",""question"":""Relating to internet connections, what does DSL stand for?"",""correct_answer"":1,""answers"":[""Differential systems link"",""Digital subscriber line"",""Dual synching loop"",""Direct serialization limit""],""edition"":""Global""}"
272,"[""Envelope"",""Paperclip"",""Staple"",""Pencil""]",0,What office supply is also the name for the main balloon part of a hot air balloon?,Global,"{""id"":""272"",""question"":""What office supply is also the name for the main balloon part of a hot air balloon?"",""correct_answer"":0,""answers"":[""Envelope"",""Paperclip"",""Staple"",""Pencil""],""edition"":""Global""}"
273,"[""Hello"",""Welcome"",""Ahoy-hoy"",""Howdy""]",2,"What did Alexander Graham Bell want the standard greeting to be for his invention, the telephone?",Global,"{""id"":""273"",""question"":""What did Alexander Graham Bell want the standard greeting to be for his invention, the telephone?"",""correct_answer"":2,""answers"":[""Hello"",""Welcome"",""Ahoy-hoy"",""Howdy""],""edition"":""Global""}"
274,"[""William Shatner"",""Richard Nixon"",""Sylvester Stallone"",""Charlie Chaplin""]",0,"The mask worn by Michael Myers in dquotesHalloweendquotes is actually a mask of what celebrity's face, painted white?",Global,"{""id"":""274"",""question"":""The mask worn by Michael Myers in dquotesHalloweendquotes is actually a mask of what celebrity's face, painted white?"",""correct_answer"":0,""answers"":[""William Shatner"",""Richard Nixon"",""Sylvester Stallone"",""Charlie Chaplin""],""edition"":""Global""}"
275,"[""Exercise"",""Exit Buildings"",""Toss Their Cookies"",""Eat""]",1,What did Ancient Romans do at a vomitorium?,Global,"{""id"":""275"",""question"":""What did Ancient Romans do at a vomitorium?"",""correct_answer"":1,""answers"":[""Exercise"",""Exit Buildings"",""Toss Their Cookies"",""Eat""],""edition"":""Global""}"
276,"[""Earthworm"",""Blue Whale"",""Vampire"",""Rhinoceros""]",2,Which of these creatures is a hemovore?,Global,"{""id"":""276"",""question"":""Which of these creatures is a hemovore?"",""correct_answer"":2,""answers"":[""Earthworm"",""Blue Whale"",""Vampire"",""Rhinoceros""],""edition"":""Global""}"
277,"[""Alaska"",""Michigan"",""Florida"",""Louisiana""]",1,What state has a subset of residents that call themselves dquotesYoopersdquotes?,All,"{""id"":""277"",""question"":""What state has a subset of residents that call themselves dquotesYoopersdquotes?"",""correct_answer"":1,""answers"":[""Alaska"",""Michigan"",""Florida"",""Louisiana""],""edition"":""All""}"
278,"[""Maple"",""Eucalyptus"",""Oak"",""Yew""]",2,What kind of tree does cork come from?,Global,"{""id"":""278"",""question"":""What kind of tree does cork come from?"",""correct_answer"":2,""answers"":[""Maple"",""Eucalyptus"",""Oak"",""Yew""],""edition"":""Global""}"
279,"[""Service Games"",""Sexy Games"",""Select Games"",""Seven Games""]",0,What was the video game company dquotesSegadquotes originally short for?,Global,"{""id"":""279"",""question"":""What was the video game company dquotesSegadquotes originally short for?"",""correct_answer"":0,""answers"":[""Service Games"",""Sexy Games"",""Select Games"",""Seven Games""],""edition"":""Global""}"
280,"[""McGurk Effect"",""Mandela Effect"",""Baader-Meinhof Phenomenon"",""Rorschach Test""]",2,What is the name for when you learn a new word and then you see that word everywhere?,Global,"{""id"":""280"",""question"":""What is the name for when you learn a new word and then you see that word everywhere?"",""correct_answer"":2,""answers"":[""McGurk Effect"",""Mandela Effect"",""Baader-Meinhof Phenomenon"",""Rorschach Test""],""edition"":""Global""}"
281,"[""Emma"",""Victoria"",""Melanie"",""Geraldine""]",2,What first name is shared by two Spice Girls?,Global,"{""id"":""281"",""question"":""What first name is shared by two Spice Girls?"",""correct_answer"":2,""answers"":[""Emma"",""Victoria"",""Melanie"",""Geraldine""],""edition"":""Global""}"
282,"[""Hernández"",""García"",""Martínez"",""Lopez""]",0,What is the most common surname in Mexico?,Global,"{""id"":""282"",""question"":""What is the most common surname in Mexico?"",""correct_answer"":0,""answers"":[""Hernández"",""García"",""Martínez"",""Lopez""],""edition"":""Global""}"
283,"[""Raven"",""Wolf"",""Horse"",""Snake""]",2,"In Norse mythology, what kind of animal is Sleipnir?",Global,"{""id"":""283"",""question"":""In Norse mythology, what kind of animal is Sleipnir?"",""correct_answer"":2,""answers"":[""Raven"",""Wolf"",""Horse"",""Snake""],""edition"":""Global""}"
284,"[""Horns"",""Hooves"",""Tails"",""Stomachs""]",1,Which of these features classifies an animal as an ungulate?,Global,"{""id"":""284"",""question"":""Which of these features classifies an animal as an ungulate?"",""correct_answer"":1,""answers"":[""Horns"",""Hooves"",""Tails"",""Stomachs""],""edition"":""Global""}"
285,"[""In the Rainforest"",""On a Board Game"",""In a Casino"",""In the Desert""]",1,Where would you be most likely to find a dquotesmeepledquotes?,Global,"{""id"":""285"",""question"":""Where would you be most likely to find a dquotesmeepledquotes?"",""correct_answer"":1,""answers"":[""In the Rainforest"",""On a Board Game"",""In a Casino"",""In the Desert""],""edition"":""Global""}"
286,"[""Ford"",""Microsoft"",""John Deere"",""Boston Dynamics""]",0,At what company was the world's first human death by robot?,Global,"{""id"":""286"",""question"":""At what company was the world's first human death by robot?"",""correct_answer"":0,""answers"":[""Ford"",""Microsoft"",""John Deere"",""Boston Dynamics""],""edition"":""Global""}"
287,"[""Vin Diesel"",""Daniel Craig"",""Martin Sheen"",""Diego Luna""]",2,What actor was born with the name Ramón Gerard Antonio Estévez?,Global,"{""id"":""287"",""question"":""What actor was born with the name Ramón Gerard Antonio Estévez?"",""correct_answer"":2,""answers"":[""Vin Diesel"",""Daniel Craig"",""Martin Sheen"",""Diego Luna""],""edition"":""Global""}"
288,"[""Jiggles"",""Dough Namath"",""Poppin' Fresh"",""Giggly Bits""]",2,What is the official name of the Pillsbury Doughboy?,Global,"{""id"":""288"",""question"":""What is the official name of the Pillsbury Doughboy?"",""correct_answer"":2,""answers"":[""Jiggles"",""Dough Namath"",""Poppin' Fresh"",""Giggly Bits""],""edition"":""Global""}"
289,"[""Great Dane"",""English Mastiff"",""Anatolian Shepherd"",""Bernese Mountain Dog""]",0,"What breed of dog was Zeus, the tallest dog in recorded history?",Global,"{""id"":""289"",""question"":""What breed of dog was Zeus, the tallest dog in recorded history?"",""correct_answer"":0,""answers"":[""Great Dane"",""English Mastiff"",""Anatolian Shepherd"",""Bernese Mountain Dog""],""edition"":""Global""}"
290,"[""Franklin Pierce"",""Martin Van Buren"",""James A. Garfield"",""Barack Obama""]",1,Who was the only US president who spoke English as his second language?,All,"{""id"":""290"",""question"":""Who was the only US president who spoke English as his second language?"",""correct_answer"":1,""answers"":[""Franklin Pierce"",""Martin Van Buren"",""James A. Garfield"",""Barack Obama""],""edition"":""All""}"
291,"[""Pain"",""Lightning Frequency"",""Eyesight"",""Foot Size""]",2,Which of these is measured by a Snellen Chart?,Global,"{""id"":""291"",""question"":""Which of these is measured by a Snellen Chart?"",""correct_answer"":2,""answers"":[""Pain"",""Lightning Frequency"",""Eyesight"",""Foot Size""],""edition"":""Global""}"
292,"[""Portugal"",""Canada"",""Cuba"",""Mexico""]",1,In what country was singer Nelly Furtado born?,Global,"{""id"":""292"",""question"":""In what country was singer Nelly Furtado born?"",""correct_answer"":1,""answers"":[""Portugal"",""Canada"",""Cuba"",""Mexico""],""edition"":""Global""}"
293,"[""Arthropoda"",""Echinodermata"",""Chordata"",""Mollusca""]",2,In what taxonomic phylum are human beings classified?,Global,"{""id"":""293"",""question"":""In what taxonomic phylum are human beings classified?"",""correct_answer"":2,""answers"":[""Arthropoda"",""Echinodermata"",""Chordata"",""Mollusca""],""edition"":""Global""}"
294,"[""B"",""L"",""Select"",""Start""]",1,Which of these buttons was NOT on the original Nintendo Entertainment System controller?,Global,"{""id"":""294"",""question"":""Which of these buttons was NOT on the original Nintendo Entertainment System controller?"",""correct_answer"":1,""answers"":[""B"",""L"",""Select"",""Start""],""edition"":""Global""}"
295,"[""North"",""East"",""West"",""South""]",2,Which of these directions is NOT found in the name of any country in the United Nations?,Global,"{""id"":""295"",""question"":""Which of these directions is NOT found in the name of any country in the United Nations?"",""correct_answer"":2,""answers"":[""North"",""East"",""West"",""South""],""edition"":""Global""}"
296,"[""Abraham Lincoln"",""Herbert Hoover"",""Ronald Reagan"",""Thomas Jefferson""]",1,Who was the first president born west of the Mississippi River?,All,"{""id"":""296"",""question"":""Who was the first president born west of the Mississippi River?"",""correct_answer"":1,""answers"":[""Abraham Lincoln"",""Herbert Hoover"",""Ronald Reagan"",""Thomas Jefferson""],""edition"":""All""}"
297,"[""The Gambia"",""The Ukraine"",""The Philippines"",""The Iraq""]",0,"Other than The Bahamas, what is the only other country to officially start with the word 'The'?",Global,"{""id"":""297"",""question"":""Other than The Bahamas, what is the only other country to officially start with the word 'The'?"",""correct_answer"":0,""answers"":[""The Gambia"",""The Ukraine"",""The Philippines"",""The Iraq""],""edition"":""Global""}"
298,"[""Philippines"",""Mexico"",""Cuba"",""Russia""]",2,In what country's waters did the USS Maine sink in 1898?,All,"{""id"":""298"",""question"":""In what country's waters did the USS Maine sink in 1898?"",""correct_answer"":2,""answers"":[""Philippines"",""Mexico"",""Cuba"",""Russia""],""edition"":""All""}"
299,"[""Cigarettes"",""Pump-action Shotguns"",""Motorcycles"",""Steel Plows""]",0,What did the namesake of Duke University invent to help build his fortune?,All,"{""id"":""299"",""question"":""What did the namesake of Duke University invent to help build his fortune?"",""correct_answer"":0,""answers"":[""Cigarettes"",""Pump-action Shotguns"",""Motorcycles"",""Steel Plows""],""edition"":""All""}"
300,"[""25 days"",""6 months"",""10 years"",""Eternity""]",0,What is the recommended shelf-life of a Twinkie?,Global,"{""id"":""300"",""question"":""What is the recommended shelf-life of a Twinkie?"",""correct_answer"":0,""answers"":[""25 days"",""6 months"",""10 years"",""Eternity""],""edition"":""Global""}"
301,"[""Iceland"",""Japan"",""Argentina"",""Madagascar""]",2,What country's capital can be translated to mean dquotesfair windsdquotes?,Global,"{""id"":""301"",""question"":""What country's capital can be translated to mean dquotesfair windsdquotes?"",""correct_answer"":2,""answers"":[""Iceland"",""Japan"",""Argentina"",""Madagascar""],""edition"":""Global""}"
302,"[""Namibia"",""South Africa"",""Brazil"",""Nicaragua""]",2,"What country's banknotes have jaguars, tamarins, turtles, and great egrets on their reverse sides?",Global,"{""id"":""302"",""question"":""What country's banknotes have jaguars, tamarins, turtles, and great egrets on their reverse sides?"",""correct_answer"":2,""answers"":[""Namibia"",""South Africa"",""Brazil"",""Nicaragua""],""edition"":""Global""}"
303,"[""Dr. Mario"",""Q*bert"",""Double Dragon"",""Elden Ring""]",0,"What video game's main enemies are named 'Fever', 'Chill', and 'Weird'?",Global,"{""id"":""303"",""question"":""What video game's main enemies are named 'Fever', 'Chill', and 'Weird'?"",""correct_answer"":0,""answers"":[""Dr. Mario"",""Q*bert"",""Double Dragon"",""Elden Ring""],""edition"":""Global""}"
304,"[""Great Albatross"",""Turkey Vulture"",""Bald Eagle"",""Ostrich""]",0,What bird has the world's largest wingspan?,Global,"{""id"":""304"",""question"":""What bird has the world's largest wingspan?"",""correct_answer"":0,""answers"":[""Great Albatross"",""Turkey Vulture"",""Bald Eagle"",""Ostrich""],""edition"":""Global""}"
305,"[""Ear"",""Foot"",""Neck"",""Hip""]",2,Where on your body would you find your hyoid bone?,Global,"{""id"":""305"",""question"":""Where on your body would you find your hyoid bone?"",""correct_answer"":2,""answers"":[""Ear"",""Foot"",""Neck"",""Hip""],""edition"":""Global""}"
306,"[""Gone with the Wind"",""Lawrence of Arabia"",""Titanic"",""The Lord of the Rings: The Return of the King""]",0,"At 234 minutes, what film is the longest Best Picture Oscar winner?",All,"{""id"":""306"",""question"":""At 234 minutes, what film is the longest Best Picture Oscar winner?"",""correct_answer"":0,""answers"":[""Gone with the Wind"",""Lawrence of Arabia"",""Titanic"",""The Lord of the Rings: The Return of the King""],""edition"":""All""}"
307,"[""Frasier"",""The Drew Carey Show"",""Friends"",""Seinfeld""]",2,What TV show's theme song was the #1 most played song on the radio for 8 weeks in 1995?,Global,"{""id"":""307"",""question"":""What TV show's theme song was the #1 most played song on the radio for 8 weeks in 1995?"",""correct_answer"":2,""answers"":[""Frasier"",""The Drew Carey Show"",""Friends"",""Seinfeld""],""edition"":""Global""}"
308,"[""Häagen-Dasz"",""Tyson Foods"",""Harley-Davidson"",""Hormel Foods Corporation""]",2,What US company appears on the New York Stock Exchange under the ticker 'HOG'?,All,"{""id"":""308"",""question"":""What US company appears on the New York Stock Exchange under the ticker 'HOG'?"",""correct_answer"":2,""answers"":[""Häagen-Dasz"",""Tyson Foods"",""Harley-Davidson"",""Hormel Foods Corporation""],""edition"":""All""}"
309,"[""Gary Numan"",""Gary Oldman"",""Gary Sinise"",""Gary Busey""]",3,Which of these famous Garys is the oldest?,All,"{""id"":""309"",""question"":""Which of these famous Garys is the oldest?"",""correct_answer"":3,""answers"":[""Gary Numan"",""Gary Oldman"",""Gary Sinise"",""Gary Busey""],""edition"":""All""}"
310,"[""Hershey"",""UPS"",""Cleveland Browns"",""Cracker Barrel""]",1,What organization's logo is colored mainly with a specific shade called dquotesPullman Browndquotes?,Global,"{""id"":""310"",""question"":""What organization's logo is colored mainly with a specific shade called dquotesPullman Browndquotes?"",""correct_answer"":1,""answers"":[""Hershey"",""UPS"",""Cleveland Browns"",""Cracker Barrel""],""edition"":""Global""}"
311,"[""Venus"",""Jupiter"",""Neptune"",""Mercury""]",0,Which planet in our Solar System has the longest day?,Global,"{""id"":""311"",""question"":""Which planet in our Solar System has the longest day?"",""correct_answer"":0,""answers"":[""Venus"",""Jupiter"",""Neptune"",""Mercury""],""edition"":""Global""}"
312,"[""New Hampshire"",""Minnesota"",""Wyoming"",""Florida""]",2,In what state was Nellie Tayloe Ross appointed the United States' first female governor?,All,"{""id"":""312"",""question"":""In what state was Nellie Tayloe Ross appointed the United States' first female governor?"",""correct_answer"":2,""answers"":[""New Hampshire"",""Minnesota"",""Wyoming"",""Florida""],""edition"":""All""}"
313,"[""Yucátan"",""Durango"",""Chihuahua"",""Tamaulipas""]",2,"By area, what is the largest state in Mexico?",Global,"{""id"":""313"",""question"":""By area, what is the largest state in Mexico?"",""correct_answer"":2,""answers"":[""Yucátan"",""Durango"",""Chihuahua"",""Tamaulipas""],""edition"":""Global""}"
314,"[""Calvin Coolidge"",""Warren G. Harding"",""Andrew Johnson"",""George Washington""]",1,Who was president during the investigation of the Teapot Dome scandal?,All,"{""id"":""314"",""question"":""Who was president during the investigation of the Teapot Dome scandal?"",""correct_answer"":1,""answers"":[""Calvin Coolidge"",""Warren G. Harding"",""Andrew Johnson"",""George Washington""],""edition"":""All""}"
315,"[""Bludger"",""Pelota"",""Quaffle"",""Snitch""]",1,Which of these balls is NOT used in a game of Quidditch?,Global,"{""id"":""315"",""question"":""Which of these balls is NOT used in a game of Quidditch?"",""correct_answer"":1,""answers"":[""Bludger"",""Pelota"",""Quaffle"",""Snitch""],""edition"":""Global""}"
316,"[""Arizona"",""New Mexico"",""Washington"",""Maine""]",0,"Before Alaska or Hawaii, what became the 48th state admitted to the Union?",All,"{""id"":""316"",""question"":""Before Alaska or Hawaii, what became the 48th state admitted to the Union?"",""correct_answer"":0,""answers"":[""Arizona"",""New Mexico"",""Washington"",""Maine""],""edition"":""All""}"
317,"[""Albatross"",""Penguin"",""Pelican"",""Emu""]",0,"After birdie and eagle, what bird serves as the nickname for a golf score 3 strokes under par?",Global,"{""id"":""317"",""question"":""After birdie and eagle, what bird serves as the nickname for a golf score 3 strokes under par?"",""correct_answer"":0,""answers"":[""Albatross"",""Penguin"",""Pelican"",""Emu""],""edition"":""Global""}"
318,"[""Colorado"",""Texas"",""Utah"",""California""]",2,In what state is the annual Sundance Film Festival held?,Global,"{""id"":""318"",""question"":""In what state is the annual Sundance Film Festival held?"",""correct_answer"":2,""answers"":[""Colorado"",""Texas"",""Utah"",""California""],""edition"":""Global""}"
319,"[""Paddington"",""Winnie-the-Pooh"",""Baloo"",""Gentle Ben""]",0,Which of these literary bears is originally from Peru?,Global,"{""id"":""319"",""question"":""Which of these literary bears is originally from Peru?"",""correct_answer"":0,""answers"":[""Paddington"",""Winnie-the-Pooh"",""Baloo"",""Gentle Ben""],""edition"":""Global""}"
320,"[""United States"",""Libya"",""Iraq"",""Australia""]",0,In what country was the highest temperature ever recorded on Earth?,Global,"{""id"":""320"",""question"":""In what country was the highest temperature ever recorded on Earth?"",""correct_answer"":0,""answers"":[""United States"",""Libya"",""Iraq"",""Australia""],""edition"":""Global""}"
321,"[""Garfield"",""CatDog"",""Courage the Cowardly Dog"",""Snoopy""]",1,What cartoon character was born dquotesone fine day with a woof and a purrdquotes?,Global,"{""id"":""321"",""question"":""What cartoon character was born dquotesone fine day with a woof and a purrdquotes?"",""correct_answer"":1,""answers"":[""Garfield"",""CatDog"",""Courage the Cowardly Dog"",""Snoopy""],""edition"":""Global""}"
322,"[""1"",""4"",""6"",""12""]",1,How many time zones does Mexico use?,Global,"{""id"":""322"",""question"":""How many time zones does Mexico use?"",""correct_answer"":1,""answers"":[""1"",""4"",""6"",""12""],""edition"":""Global""}"
323,"[""People"",""Earth"",""Union"",""Forever""]",1,What is the last word of Abraham Lincoln's Gettysburg Address?,All,"{""id"":""323"",""question"":""What is the last word of Abraham Lincoln's Gettysburg Address?"",""correct_answer"":1,""answers"":[""People"",""Earth"",""Union"",""Forever""],""edition"":""All""}"
324,"[""Ovulum"",""Chondrin"",""Albumen"",""Albedo""]",2,What is the scientific name for the white of an egg?,Global,"{""id"":""324"",""question"":""What is the scientific name for the white of an egg?"",""correct_answer"":2,""answers"":[""Ovulum"",""Chondrin"",""Albumen"",""Albedo""],""edition"":""Global""}"
325,"[""Ice Cube"",""Ice-T"",""Vanilla Ice"",""Ice Spice""]",1,Which of these rappers released a solo album first?,Global,"{""id"":""325"",""question"":""Which of these rappers released a solo album first?"",""correct_answer"":1,""answers"":[""Ice Cube"",""Ice-T"",""Vanilla Ice"",""Ice Spice""],""edition"":""Global""}"
326,"[""Pasta"",""Wine"",""Cheese"",""Shoes""]",0,"Cavatelli, mafalde, and pizzoccheri are all types of what?",Global,"{""id"":""326"",""question"":""Cavatelli, mafalde, and pizzoccheri are all types of what?"",""correct_answer"":0,""answers"":[""Pasta"",""Wine"",""Cheese"",""Shoes""],""edition"":""Global""}"
327,"[""Cinnamon"",""Molasses"",""Soy Sauce"",""Eggplant""]",1,What food item is referred to as dquotestreacledquotes in British English?,All,"{""id"":""327"",""question"":""What food item is referred to as dquotestreacledquotes in British English?"",""correct_answer"":1,""answers"":[""Cinnamon"",""Molasses"",""Soy Sauce"",""Eggplant""],""edition"":""All""}"
328,"[""Mark Hamill"",""Hugh Laurie"",""Michael J. Fox"",""Tom Kenny""]",2,What actor voices the mouse Stuart Little in all three of his movies?,Global,"{""id"":""328"",""question"":""What actor voices the mouse Stuart Little in all three of his movies?"",""correct_answer"":2,""answers"":[""Mark Hamill"",""Hugh Laurie"",""Michael J. Fox"",""Tom Kenny""],""edition"":""Global""}"
329,"[""Hungary"",""Sri Lanka"",""Turkey"",""Indonesia""]",2,In what country is the Batman Dam on the Batman River just north of the city of Batman?,Global,"{""id"":""329"",""question"":""In what country is the Batman Dam on the Batman River just north of the city of Batman?"",""correct_answer"":2,""answers"":[""Hungary"",""Sri Lanka"",""Turkey"",""Indonesia""],""edition"":""Global""}"
330,"[""4"",""1/5"",""8"",""3""]",1,"According to the World Dodgeball Federation, how many players should each dodgeball team have?",Global,"{""id"":""330"",""question"":""According to the World Dodgeball Federation, how many players should each dodgeball team have?"",""correct_answer"":1,""answers"":[""4"",""1/5"",""8"",""3""],""edition"":""Global""}"
331,"[""Slim"",""Stan"",""Shady"",""8 Mile""]",1,"As coined in an Eminem song, what is the term for an overly obsessed fan of a celebrity?",Global,"{""id"":""331"",""question"":""As coined in an Eminem song, what is the term for an overly obsessed fan of a celebrity?"",""correct_answer"":1,""answers"":[""Slim"",""Stan"",""Shady"",""8 Mile""],""edition"":""Global""}"
332,"[""Marine One"",""Air Force Two"",""The Eagle"",""Air Vice One""]",1,What is the name of the airplane that is used by the Vice President of the US?,All,"{""id"":""332"",""question"":""What is the name of the airplane that is used by the Vice President of the US?"",""correct_answer"":1,""answers"":[""Marine One"",""Air Force Two"",""The Eagle"",""Air Vice One""],""edition"":""All""}"
333,"[""Paul McCartney"",""John Lennon"",""George Harrison"",""Ringo Starr""]",1,Which member of The Beatles declares in song that he is dquotesthe Walrusdquotes?,Global,"{""id"":""333"",""question"":""Which member of The Beatles declares in song that he is dquotesthe Walrusdquotes?"",""correct_answer"":1,""answers"":[""Paul McCartney"",""John Lennon"",""George Harrison"",""Ringo Starr""],""edition"":""Global""}"
334,"[""Jefferson Airplane"",""The Yardbirds"",""Buffalo Springfield"",""The Mamas & the Papas""]",2,"Before he joined Crosby, Stills, and Nash, what band was Neil Young a member of?",Global,"{""id"":""334"",""question"":""Before he joined Crosby, Stills, and Nash, what band was Neil Young a member of?"",""correct_answer"":2,""answers"":[""Jefferson Airplane"",""The Yardbirds"",""Buffalo Springfield"",""The Mamas & the Papas""],""edition"":""Global""}"
335,"[""Laguna Beach"",""The OC"",""The Real World"",""Beverly Hills 90210""]",0,The TV show 'The Hills' was a spinoff of what other reality show?,Global,"{""id"":""335"",""question"":""The TV show 'The Hills' was a spinoff of what other reality show?"",""correct_answer"":0,""answers"":[""Laguna Beach"",""The OC"",""The Real World"",""Beverly Hills 90210""],""edition"":""Global""}"
336,"[""Vin Diesel"",""Christopher McDonald"",""James Earl Jones"",""Geena Davis""]",0,"In the 1999 movie 'The Iron Giant', what actor voices the Iron Giant?",Global,"{""id"":""336"",""question"":""In the 1999 movie 'The Iron Giant', what actor voices the Iron Giant?"",""correct_answer"":0,""answers"":[""Vin Diesel"",""Christopher McDonald"",""James Earl Jones"",""Geena Davis""],""edition"":""Global""}"
337,"[""Atlantic Ocean"",""Lake Superior"",""Mississippi River"",""Hudson Bay""]",1,In what body of water did the SS Edmund Fitzgerald sink in 1975?,Global,"{""id"":""337"",""question"":""In what body of water did the SS Edmund Fitzgerald sink in 1975?"",""correct_answer"":1,""answers"":[""Atlantic Ocean"",""Lake Superior"",""Mississippi River"",""Hudson Bay""],""edition"":""Global""}"
338,"[""Scotland"",""England"",""Northern Ireland"",""Wales""]",1,Which of the countries of the UK is the largest in area?,Global,"{""id"":""338"",""question"":""Which of the countries of the UK is the largest in area?"",""correct_answer"":1,""answers"":[""Scotland"",""England"",""Northern Ireland"",""Wales""],""edition"":""Global""}"
339,"[""Pink"",""Yellow"",""White"",""Blue""]",1,What was the first ever color of Post-it Notes?,Global,"{""id"":""339"",""question"":""What was the first ever color of Post-it Notes?"",""correct_answer"":1,""answers"":[""Pink"",""Yellow"",""White"",""Blue""],""edition"":""Global""}"
340,"[""Denmark"",""Canada"",""Australia"",""United States""]",0,What country owns the world's largest national park?,Global,"{""id"":""340"",""question"":""What country owns the world's largest national park?"",""correct_answer"":0,""answers"":[""Denmark"",""Canada"",""Australia"",""United States""],""edition"":""Global""}"
341,"[""Alice"",""Atticus"",""Jean Louise"",""Sally-Anne""]",2,"In the novel dquotesTo Kill a Mockingbirddquotes, what is Scout's real name?",All,"{""id"":""341"",""question"":""In the novel dquotesTo Kill a Mockingbirddquotes, what is Scout's real name?"",""correct_answer"":2,""answers"":[""Alice"",""Atticus"",""Jean Louise"",""Sally-Anne""],""edition"":""All""}"
342,"[""Madagascar"",""Taiwan"",""Samoa"",""Sri Lanka""]",3,"Formerly known as Ceylon, what island nation ended its 25-year civil war in 2009?",Global,"{""id"":""342"",""question"":""Formerly known as Ceylon, what island nation ended its 25-year civil war in 2009?"",""correct_answer"":3,""answers"":[""Madagascar"",""Taiwan"",""Samoa"",""Sri Lanka""],""edition"":""Global""}"
343,"[""Bic"",""3M"",""Staples"",""Jameson""]",1,"What company makes Scotch Tape, Post-It Notes, and Command Hooks?",Global,"{""id"":""343"",""question"":""What company makes Scotch Tape, Post-It Notes, and Command Hooks?"",""correct_answer"":1,""answers"":[""Bic"",""3M"",""Staples"",""Jameson""],""edition"":""Global""}"
344,"[""Hartford Whalers"",""Halifax Highlanders"",""Atlanta Thrashers"",""Minnesota North Stars""]",0,"In 1997, what NHL franchise relocated to North Carolina and became the Carolina Hurricanes?",All,"{""id"":""344"",""question"":""In 1997, what NHL franchise relocated to North Carolina and became the Carolina Hurricanes?"",""correct_answer"":0,""answers"":[""Hartford Whalers"",""Halifax Highlanders"",""Atlanta Thrashers"",""Minnesota North Stars""],""edition"":""All""}"
345,"[""Alan Shepard"",""Buzz Lightyear"",""Michael Collins"",""James Lovell Jr.""]",2,"While Neil Armstrong and Buzz Aldrin were on the Moon, what astronaut stayed on the shuttle in orbit?",Global,"{""id"":""345"",""question"":""While Neil Armstrong and Buzz Aldrin were on the Moon, what astronaut stayed on the shuttle in orbit?"",""correct_answer"":2,""answers"":[""Alan Shepard"",""Buzz Lightyear"",""Michael Collins"",""James Lovell Jr.""],""edition"":""Global""}"
346,"[""Pigeon"",""Sparrow"",""Chicken"",""Quail""]",2,What is the world's most populous species of bird?,Global,"{""id"":""346"",""question"":""What is the world's most populous species of bird?"",""correct_answer"":2,""answers"":[""Pigeon"",""Sparrow"",""Chicken"",""Quail""],""edition"":""Global""}"
347,"[""Law and Order: SVU"",""Better Call Saul"",""Boston Legal"",""Suits""]",3,"Before marrying to Prince Harry, in what legal drama did Meghan Markle star for 7 seasons?",Global,"{""id"":""347"",""question"":""Before marrying to Prince Harry, in what legal drama did Meghan Markle star for 7 seasons?"",""correct_answer"":3,""answers"":[""Law and Order: SVU"",""Better Call Saul"",""Boston Legal"",""Suits""],""edition"":""Global""}"
348,"[""Ethiopia"",""South Africa"",""Mali"",""Nigeria""]",2,In what African country is the city of Timbuktu?,Global,"{""id"":""348"",""question"":""In what African country is the city of Timbuktu?"",""correct_answer"":2,""answers"":[""Ethiopia"",""South Africa"",""Mali"",""Nigeria""],""edition"":""Global""}"
349,"[""Stegosaurus"",""Apatosaurus"",""Triceratops"",""Brontosaurus""]",0,What dinosaur's scientific name is based on the words meaning dquotesroofed lizarddquotes?,Global,"{""id"":""349"",""question"":""What dinosaur's scientific name is based on the words meaning dquotesroofed lizarddquotes?"",""correct_answer"":0,""answers"":[""Stegosaurus"",""Apatosaurus"",""Triceratops"",""Brontosaurus""],""edition"":""Global""}"
